	OBO_ID	OBO_LABEL	ENRICHMENT_P_VALUE	TOTAL_POPULATION	TOTAL_SUCCESSES	TOTAL_WORD_IGNORANCE	TOTAL_SUCCESSES_IN_WORD_IGNORANCE	BONFERRONI_CRRECTION_P_VALUE	BONFERRONI_CRRECTION_P_VALUE_REJECT	BH_CRRECTION_P_VALUE	BH_CRRECTION_P_VALUE_REJECT
3857	PR_000009218	bifunctional arginine demethylase and lysyl-hydroxylase JMJD6	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
993	PR_000009661	glutathione S-transferase LANCL1	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
4029	CHEBI_73173	2,4-DB	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
754	CHEBI_71941	tolmetin	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1956	PR_000014462	squamous cell carcinoma antigen recognized by T-cells 3	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1002	CL_0002605	astrocyte of the cerebral cortex	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3840	CHEBI_23824	diol	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1960	CHEBI_44700	L-ornithyl group	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
5290	CHEBI_22651	ascorbate	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
4040	CHEBI_53758	PAP	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
5293	PR_000009870	LIM homeobox transcription factor 1-alpha	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
10294	PR_000007204	estrogen receptor	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1966	UBERON_0007116	primary dentition	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1967	CHEBI_27306	vitamin B6	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1970	UBERON_0034872	stratum oriens of uncal CA3	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
5276	CHEBI_9635	toremifene	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
8107	GO_0035076	ecdysone receptor-mediated signaling pathway	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
990	CL_0000164	enteroendocrine cell	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
8736	PR_P07910	heterogeneous nuclear ribonucleoproteins C1/C2 (human)	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
11356	PR_000009208	protein Jumonji	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
5027	SO_1001187	alternatively_spliced_transcript	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
8145	PR_000012619	glycerol-3-phosphate phosphatase	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1859	GO_0042074	cell migration involved in gastrulation	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
5025	CHEBI_38677	famphur	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
5130	PR_000007910	gastric cancer up-regulated protein 2	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
11102	GO_0007378	amnioserosa formation	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7075	UBERON_0009002	placental membrane	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
5171	PR_000016879	TYRO protein tyrosine kinase-binding protein	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1433	UBERON_0000353	parenchyma	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7063	CL_0000615	basidiospore	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1887	PR_000009450	keratin, type II cytoskeletal 1	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7503	GO_0003357	noradrenergic neuron differentiation	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
11071	PR_000008100	guanine nucleotide-binding protein subunit beta-4	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
326	PR_000001990	C-C motif chemokine 18	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
10255	UBERON_0006761	corneo-scleral junction	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7881	GO_0019244	lactate biosynthetic process from pyruvate	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3956	PR_000001895	natural cytotoxicity triggering receptor 3	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7473	UBERON_0004449	cerebral artery	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
9902	CHEBI_27717	gibberellin A1	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
8596	GO_0048629	trichome patterning	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7043	PR_000016775	thiosulfate sulfurtransferase	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
8626	GO_0009407	toxin catabolic process	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
10339	GO_0070479	nuclear-transcribed mRNA catabolic process, 5'-3' exonucleolytic nonsense-mediated decay	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
8164	CHEBI_16648	dialkyl phosphate	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1915	CHEBI_16714	codeine	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
9895	CHEBI_86933	S b S r S	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1971	CL_0000789	alpha-beta T cell	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1009	GO_0046102	inosine metabolic process	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
5317	CHEBI_58968	(E)-4-hydroxynon-2-enal	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7855	UBERON_0001066	intervertebral disk	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
9790	UBERON_0002421	hippocampal formation	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
5078	CHEBI_50743	cyproterone acetate	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
4236	GO_0051519	activation of bipolar cell growth	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3615	GO_0006273	lagging strand elongation	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
10577	CHEBI_7596	nitroprusside	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
5486	GO_0051325	interphase	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
664	UBERON_0004721	crista ampullaris	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
662	GO_0009635	response to herbicide	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
8095	UBERON_0000168	proximal-distal subdivision of colon	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
9773	GO_0030476	ascospore wall assembly	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
11368	PR_000016649	transcription intermediary factor 1-alpha	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
9195	GO_0070997	neuron death	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
11003	GO_0006437	tyrosyl-tRNA aminoacylation	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
5513	CHEBI_22314	alkali metal atom	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7897	GO_0006117	acetaldehyde metabolic process	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
9323	GO_0007629	flight behavior	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
653	UBERON_0001754	dental pulp	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
11000	UBERON_0001737	larynx	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
5522	UBERON_0011157	cuneiform cartilage	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3573	GO_0060465	pharynx development	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
11333	GO_0043596	nuclear replication fork	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7800	PR_000016555	thymocyte selection-associated high mobility group box protein TOX	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
11457	PR_000013316	paired mesoderm homeobox protein 1	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3560	SO_0000203	UTR	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3557	PR_000005583	CAP-Gly domain-containing linker protein 3	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3556	CHEBI_46715	halite	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7151	UBERON_0000167	oral cavity	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
8977	CHEBI_25345	methyltetrahydrofolate	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1793	PR_000010883	myozenin-2	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
2670	PR_000001068	transient receptor potential cation channel TRPV4	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
5457	CHEBI_44264	nicotinamide guanine dinucleotide	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
5322	PR_000011009	neuroblastoma-amplified sequence	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
6964	CHEBI_9514	Thalmine	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3799	UBERON_0002199	integument	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7852	UBERON_0004864	vasculature of retina	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
312	GO_0001801	positive regulation of type IIb hypersensitivity	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3791	CHEBI_26739	sphingolipid	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1021	UBERON_0000341	throat	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1022	UBERON_0001751	dentine	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3772	GO_0043523	regulation of neuron apoptotic process	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1742	CL_0000601	outer hair cell	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
11567	PR_000002190	RAC-alpha serine/threonine-protein kinase	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
4198	PR_000006633	docking protein 6	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
6940	GO_0044315	protein secretion by the type VII secretion system	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
8910	GO_0001703	gastrulation with mouth forming first	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3750	GO_0000162	tryptophan biosynthetic process	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
10411	PR_000016299	trans-Golgi network integral membrane protein 2	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
2013	CHEBI_35849	2-thienyl group	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3727	GO_0006694	steroid biosynthetic process	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
5410	GO_0002076	osteoblast development	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
11226	GO_0007481	haltere disc morphogenesis	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
8745	UBERON_0004200	kidney pyramid	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1791	SO_0001028	diplotype	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
9813	CHEBI_34128	11,12,15-THETA	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1442	UBERON_0004185	endodermal part of digestive tract	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
4975	CL_0000048	multi fate stem cell	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7940	CHEBI_5178	Fruticosonine	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
11445	GO_0000165	MAPK cascade	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3635	GO_0007130	synaptonemal complex assembly	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7808	GO_0006972	hyperosmotic response	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
10275	GO_0016132	brassinosteroid biosynthetic process	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7699	GO_0050902	leukocyte adhesive activation	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7723	GO_0031224	intrinsic component of membrane	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
11518	UBERON_0010008	placental cotyledon	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
8354	CHEBI_26836	sulfuric acid	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1581	UBERON_0005079	eggshell	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
816	CHEBI_31721	Irsogladine maleate	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
9514	PR_000006035	cathepsin Z	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
10613	CHEBI_49575	diazepam	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
4475	CHEBI_17957	5-(2-hydroxyethyl)-4-methylthiazole	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
6043	GO_0099536	synaptic signaling	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
11530	CHEBI_50516	(24R)-24-hydroxycholesterol	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
11543	SO_0100019	polypeptide_catalytic_motif	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
2369	UBERON_0000301	amniotic cavity	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
10606	UBERON_0005614	lens anterior epithelium	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
2549	PR_000008703	homeobox protein Hox-B6	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
2466	CHEBI_35276	ammonium compound	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7631	UBERON_0000059	large intestine	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1487	CHEBI_50886	tin disulfide	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
8427	PR_000008295	glutathione S-transferase A2	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
4641	PR_000000288	lefty 2	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
11388	CHEBI_49166	6-((18)F)fluoro-L-dopa	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
6063	CHEBI_39429	hexafluoroacetone	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7991	CHEBI_5086	flavoprotein	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
11168	UBERON_0001790	outer plexiform layer of retina	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
2360	GO_0097466	ubiquitin-dependent glycoprotein ERAD pathway	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
6388	CHEBI_75293	methyltrioctylammonium	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1571	CHEBI_72698	(2R)-trihomocitric acid	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
10104	GO_0097440	apical dendrite	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
4639	UBERON_0001391	popliteus muscle	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7588	CHEBI_8038	Phaeantharine	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7420	UBERON_0004786	gastrointestinal system mucosa	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3015	GO_0060847	endothelial cell fate specification	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
4763	UBERON_2005019	efferent lamellar arteriole	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
5991	CL_0002535	epithelial cell of cervix	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
8349	PR_000006486	GTP-binding protein Di-Ras1	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
6194	GO_0018937	nitroglycerin metabolic process	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
8772	UBERON_3000714	perichordal	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
4459	SO_0001132	asx_turn_right_handed_type_one	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3061	UBERON_0005942	hair outer root sheath	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
11393	UBERON_0013146	venous system of brain	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
8784	GO_0008205	ecdysone metabolic process	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
6208	CHEBI_78726	25-azacoprostane	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
6183	GO_0000279	M phase	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7718	GO_0000741	karyogamy	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1259	PR_000007305	fatty-acid amide hydrolase 1	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3033	PR_000016829	gamma-tubulin complex component 4	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
9424	PR_000004708	beta,beta-carotene 9',10'-oxygenase	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
2658	UBERON_0000045	ganglion	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
10889	CHEBI_60816	immunogen	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
545	UBERON_0000920	egg chorion	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3095	GO_0050886	endocrine process	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
886	PR_000013950	regulator of G-protein signaling 16	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
6549	UBERON_0002196	adenohypophysis	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
6179	CHEBI_28593	quinidine	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
8403	PR_000001009	integrin alpha-D	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
494	UBERON_2001069	ventral fin fold	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
10648	CHEBI_32955	epoxide	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
30	UBERON_0003946	placenta labyrinth	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
8493	GO_0032497	detection of lipopolysaccharide	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
2659	CHEBI_26629	selenoamino acid	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
2812	GO_0001574	ganglioside biosynthetic process	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
2660	GO_0033080	immature T cell proliferation in thymus	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
10757	UBERON_0002413	cervical vertebra	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1328	UBERON_0018332	jugal bar	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
6474	UBERON_0008878	palmar part of manus	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
8326	PR_000014308	RNA polymerase I-specific transcription initiation factor RRN3	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3185	PR_000012940	nociceptin	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
2761	PR_000011119	neurofilament light polypeptide	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
8754	CHEBI_15425	proclavaminic acid	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7582	GO_0005635	nuclear envelope	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7359	CHEBI_33101	nitrogen dioxide	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
2488	GO_0005789	endoplasmic reticulum membrane	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7361	CHEBI_2404	acetosyringone	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
6291	PR_000006475	protein diaphanous homolog 1	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3193	CHEBI_86238	greigite	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
9170	GO_0015913	short-chain fatty acid import	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
6486	PR_000016112	TBC1 domain family member 3	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
8838	UBERON_0001896	medulla oblongata	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
2316	PR_000009709	late cornified envelope protein 3A	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1153	CHEBI_77732	cadmium nitrate	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
6117	UBERON_0001361	femoral vein	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
2502	UBERON_0002544	digit	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
794	CHEBI_8378	prednisolone	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
9650	UBERON_0002412	vertebra	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
245	CL_0000549	basophilic erythroblast	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
8473	UBERON_2007055	pillar of the lateral semicircular canal	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
10706	UBERON_0025593	serotonergic system	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
6498	GO_0001315	age-dependent response to reactive oxygen species	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
11625	GO_0006523	alanine biosynthetic process	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
6324	PR_000008877	isoleucine--tRNA ligase, mitochondrial	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
4692	GO_0000458	endonucleolytic cleavage between LSU-rRNA and 5S rRNA of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S)	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
473	GO_0002756	MyD88-independent toll-like receptor signaling pathway	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
6359	CHEBI_76784	poly(dA,dC)	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
8807	GO_0000725	recombinational repair	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
