	OBO_ID	OBO_LABEL	ENRICHMENT_P_VALUE	TOTAL_POPULATION	TOTAL_SUCCESSES	TOTAL_VITAMIN_D	TOTAL_SUCCESSES_IN_VITAMIN_D	BONFERRONI_CRRECTION_P_VALUE	BONFERRONI_CRRECTION_P_VALUE_REJECT	BH_CRRECTION_P_VALUE	BH_CRRECTION_P_VALUE_REJECT
13406	CHEBI_30093	hydrazinyl	1.0	327724	1	10841	0	1.0	False	1.0	False
13407	GO_0000297	spermine transmembrane transporter activity	1.0	327724	1	10841	0	1.0	False	1.0	False
13408	PR_000015299	submaxillary gland androgen-regulated protein 3A	1.0	327724	1	10841	0	1.0	False	1.0	False
13410	CHEBI_33335	scandium group element atom	1.0	327724	2	10841	0	1.0	False	1.0	False
13412	CHEBI_35890	trimethylphosphine	1.0	327724	1	10841	0	1.0	False	1.0	False
13413	CHEBI_22525	aminopropionitrile	1.0	327724	3	10841	0	1.0	False	1.0	False
13414	CHEBI_78018	dodecylphosphocholine	1.0	327724	1	10841	0	1.0	False	1.0	False
13415	CHEBI_66569	lespeflorin G10	1.0	327724	1	10841	0	1.0	False	1.0	False
13416	UBERON_0001429	pisiform	1.0	327724	2	10841	0	1.0	False	1.0	False
13417	CHEBI_34342	3-methylcholanthrene	1.0	327724	2	10841	0	1.0	False	1.0	False
13418	CHEBI_34798	Indanestrol	1.0	327724	1	10841	0	1.0	False	1.0	False
13419	CHEBI_83094	(R)-lipoamide	1.0	327724	1	10841	0	1.0	False	1.0	False
13420	CHEBI_61281	5-nitrosalicylic acid	1.0	327724	2	10841	0	1.0	False	1.0	False
13421	CHEBI_25708	organophosphate insecticide	1.0	327724	1	10841	0	1.0	False	1.0	False
13423	UBERON_2001692	median premaxilla	1.0	327724	2	10841	0	1.0	False	1.0	False
13314	UBERON_0001507	biceps brachii	1.0	327724	1	10841	0	1.0	False	1.0	False
13313	CL_0002140	acinar cell of sebaceous gland	1.0	327724	7	10841	0	1.0	False	1.0	False
13312	CHEBI_16359	cholic acid	1.0	327724	2	10841	0	1.0	False	1.0	False
13209	CHEBI_5270	Gallocatechin-(4alpha->8)-epigallocatechin	1.0	327724	2	10841	0	1.0	False	1.0	False
13210	CHEBI_9177	sodium deoxycholate	1.0	327724	7	10841	0	1.0	False	1.0	False
13211	GO_0010909	positive regulation of heparan sulfate proteoglycan biosynthetic process	1.0	327724	1	10841	0	1.0	False	1.0	False
13212	UBERON_2001274	coronomeckelian	1.0	327724	2	10841	0	1.0	False	1.0	False
13213	CHEBI_55379	camphorsulfonic acid	1.0	327724	1	10841	0	1.0	False	1.0	False
13214	GO_0007026	negative regulation of microtubule depolymerization	1.0	327724	5	10841	0	1.0	False	1.0	False
13215	PR_000000105	nodal protein	1.0	327724	4	10841	0	1.0	False	1.0	False
13216	GO_0030541	plasmid partitioning	1.0	327724	1	10841	0	1.0	False	1.0	False
13217	GO_0005978	glycogen biosynthetic process	1.0	327724	32	10841	0	1.0	False	1.0	False
13218	CHEBI_31028	(-)-epiafzelechin	1.0	327724	1	10841	0	1.0	False	1.0	False
13219	CHEBI_51194	oxetenes	1.0	327724	3	10841	0	1.0	False	1.0	False
13221	PR_000009071	integrator complex subunit 4	1.0	327724	2	10841	0	1.0	False	1.0	False
13222	UBERON_0004204	outer medullary collecting duct	1.0	327724	1	10841	0	1.0	False	1.0	False
13223	UBERON_0005922	inferior nasal concha	1.0	327724	14	10841	0	1.0	False	1.0	False
13224	GO_0048439	flower morphogenesis	1.0	327724	5	10841	0	1.0	False	1.0	False
13225	CHEBI_50313	onium cation	1.0	327724	24	10841	0	1.0	False	1.0	False
13226	CHEBI_38595	3H-pyrazole	1.0	327724	3	10841	0	1.0	False	1.0	False
13227	UBERON_0003121	pharyngeal arch artery 4	1.0	327724	2	10841	0	1.0	False	1.0	False
13230	CHEBI_17757	plastoquinone	1.0	327724	1	10841	0	1.0	False	1.0	False
13232	CHEBI_39369	pyrethroid ether acaricide	1.0	327724	49	10841	0	1.0	False	1.0	False
13233	CHEBI_66541	laccaridione B	1.0	327724	4	10841	0	1.0	False	1.0	False
13234	PR_000006528	homeobox protein DLX-2	1.0	327724	7	10841	0	1.0	False	1.0	False
13235	PR_000007693	ferritin, mitochondrial	1.0	327724	5	10841	0	1.0	False	1.0	False
13236	CHEBI_37837	2-naphthylacetic acid	1.0	327724	1	10841	0	1.0	False	1.0	False
13237	CHEBI_81005	Cilazaprilat	1.0	327724	1	10841	0	1.0	False	1.0	False
13238	CHEBI_83945	diazaborine	1.0	327724	1	10841	0	1.0	False	1.0	False
13239	GO_0015812	gamma-aminobutyric acid transport	1.0	327724	4	10841	0	1.0	False	1.0	False
13207	PR_000029120	cGMP-dependent protein kinase 1	1.0	327724	1	10841	0	1.0	False	1.0	False
13240	PR_000004221	Rho GTPase-activating protein 12	1.0	327724	1	10841	0	1.0	False	1.0	False
13206	GO_0000292	RNA fragment catabolic process	1.0	327724	7	10841	0	1.0	False	1.0	False
13202	GO_1990597	AIP1-IRE1 complex	1.0	327724	2	10841	0	1.0	False	1.0	False
13171	PR_000008462	hemoglobin subunit mu	1.0	327724	4	10841	0	1.0	False	1.0	False
13172	GO_0005840	ribosome	1.0	327724	162	10841	0	1.0	False	1.0	False
13173	GO_0031597	cytosolic proteasome complex	1.0	327724	1	10841	0	1.0	False	1.0	False
13174	GO_0033260	nuclear DNA replication	1.0	327724	1	10841	0	1.0	False	1.0	False
13175	GO_0045851	pH reduction	1.0	327724	1	10841	0	1.0	False	1.0	False
13176	UBERON_2000660	epural	1.0	327724	125	10841	0	1.0	False	1.0	False
13178	UBERON_0004046	anterior definitive endoderm	1.0	327724	1	10841	0	1.0	False	1.0	False
13179	CHEBI_79320	4-O-(p-hydroxybenzoyl)ascaroside	1.0	327724	2	10841	0	1.0	False	1.0	False
13180	CL_0001032	cortical granule cell	1.0	327724	1	10841	0	1.0	False	1.0	False
13181	GO_0000755	cytogamy	1.0	327724	1	10841	0	1.0	False	1.0	False
13182	GO_1901998	toxin transport	1.0	327724	1	10841	0	1.0	False	1.0	False
13183	SO_0000143	assembly_component	1.0	327724	1	10841	0	1.0	False	1.0	False
13184	CHEBI_53426	polysorbate 80	1.0	327724	1	10841	0	1.0	False	1.0	False
13185	GO_0033395	beta-alanine biosynthetic process via 3-hydroxypropionate	1.0	327724	3	10841	0	1.0	False	1.0	False
13187	GO_0016007	mitochondrial derivative	1.0	327724	7	10841	0	1.0	False	1.0	False
13188	GO_0032635	interleukin-6 production	1.0	327724	1	10841	0	1.0	False	1.0	False
13189	CHEBI_15553	prostaglandin F2alpha	1.0	327724	1	10841	0	1.0	False	1.0	False
13190	UBERON_0003475	ureteric vein	1.0	327724	1	10841	0	1.0	False	1.0	False
13191	CHEBI_28102	amylose	1.0	327724	2	10841	0	1.0	False	1.0	False
13192	PR_000015000	sodium/potassium/calcium exchanger 3	1.0	327724	6	10841	0	1.0	False	1.0	False
13193	GO_0042088	T-helper 1 type immune response	1.0	327724	2	10841	0	1.0	False	1.0	False
13194	CL_0000807	DN3 thymocyte	1.0	327724	1	10841	0	1.0	False	1.0	False
13196	CHEBI_174690	clenbuterol	1.0	327724	1	10841	0	1.0	False	1.0	False
13197	UBERON_0000980	trochanter	1.0	327724	14	10841	0	1.0	False	1.0	False
13198	CHEBI_42638	flufenamic acid	1.0	327724	13	10841	0	1.0	False	1.0	False
13199	CHEBI_33893	reagent	1.0	327724	240	10841	0	1.0	False	1.0	False
13200	UBERON_0004918	internal urethral sphincter	1.0	327724	1	10841	0	1.0	False	1.0	False
13205	PR_000014755	A-kinase anchor protein 17A	1.0	327724	3	10841	0	1.0	False	1.0	False
13241	UBERON_0002631	cerebral crus	1.0	327724	2	10841	0	1.0	False	1.0	False
13242	PR_000001210	C-X-C chemokine receptor type 6	1.0	327724	3	10841	0	1.0	False	1.0	False
13243	GO_0017145	stem cell division	1.0	327724	20	10841	0	1.0	False	1.0	False
13282	UBERON_0010033	posterior part of tongue	1.0	327724	2	10841	0	1.0	False	1.0	False
13283	CHEBI_53741	N-acetyltyrosine-4-azobenzenearsonic acid	1.0	327724	1	10841	0	1.0	False	1.0	False
13284	GO_0042351	'de novo' GDP-L-fucose biosynthetic process	1.0	327724	2	10841	0	1.0	False	1.0	False
13285	CHEBI_46638	O-sinapoyl-D-glucaric acid	1.0	327724	1	10841	0	1.0	False	1.0	False
13286	PR_000011599	protein BCAP	1.0	327724	17	10841	0	1.0	False	1.0	False
13287	CHEBI_63975	15-deoxy-Delta(12,14)-prostaglandin A2	1.0	327724	1	10841	0	1.0	False	1.0	False
13288	CL_0000836	promyelocyte	1.0	327724	5	10841	0	1.0	False	1.0	False
13289	PR_000013795	RNA-binding protein 34	1.0	327724	4	10841	0	1.0	False	1.0	False
13290	PR_000015616	SLIT-ROBO Rho GTPase-activating protein 2	1.0	327724	1	10841	0	1.0	False	1.0	False
13291	CHEBI_27532	L-cysteine thioether	1.0	327724	1	10841	0	1.0	False	1.0	False
13292	SO_0001170	polinton	1.0	327724	1	10841	0	1.0	False	1.0	False
13293	CHEBI_32111	saccharin	1.0	327724	17	10841	0	1.0	False	1.0	False
13294	GO_0097194	execution phase of apoptosis	1.0	327724	1	10841	0	1.0	False	1.0	False
13295	PR_000000021	noggin	1.0	327724	18	10841	0	1.0	False	1.0	False
13296	GO_0007275	multicellular organism development	1.0	327724	9	10841	0	1.0	False	1.0	False
13297	PR_000006460	dihydroorotate dehydrogenase (quinone), mitochondrial	1.0	327724	10	10841	0	1.0	False	1.0	False
13298	CHEBI_58955	branched-chain fatty acid anion	1.0	327724	2	10841	0	1.0	False	1.0	False
13299	GO_0009863	salicylic acid mediated signaling pathway	1.0	327724	1	10841	0	1.0	False	1.0	False
13301	GO_0006948	induction by virus of host cell-cell fusion	1.0	327724	4	10841	0	1.0	False	1.0	False
13303	GO_0006660	phosphatidylserine catabolic process	1.0	327724	1	10841	0	1.0	False	1.0	False
13304	CHEBI_27780	detergent	1.0	327724	31	10841	0	1.0	False	1.0	False
13305	CHEBI_4046	cyproheptadine	1.0	327724	6	10841	0	1.0	False	1.0	False
13306	CHEBI_39074	MOPS	1.0	327724	4	10841	0	1.0	False	1.0	False
13308	SO_0000365	integron	1.0	327724	1	10841	0	1.0	False	1.0	False
13309	UBERON_0034749	retrolenticular part of internal capsule	1.0	327724	6	10841	0	1.0	False	1.0	False
13310	PR_000029600	leucine-rich repeat-containing protein 42	1.0	327724	1	10841	0	1.0	False	1.0	False
13311	GO_1900303	regulation of laminaritriose transport	1.0	327724	2	10841	0	1.0	False	1.0	False
13281	UBERON_0002501	oval window	1.0	327724	11	10841	0	1.0	False	1.0	False
13279	PR_000029279	armadillo repeat-containing protein 2	1.0	327724	3	10841	0	1.0	False	1.0	False
13277	GO_0006271	DNA strand elongation involved in DNA replication	1.0	327724	1	10841	0	1.0	False	1.0	False
13276	CHEBI_36892	elemental fluorine	1.0	327724	10	10841	0	1.0	False	1.0	False
13244	PR_000017369	tryptophan--tRNA ligase, cytoplasmic	1.0	327724	1	10841	0	1.0	False	1.0	False
13245	CHEBI_28963	amino sugar	1.0	327724	1	10841	0	1.0	False	1.0	False
13247	GO_0002117	amphibian larval development	1.0	327724	2	10841	0	1.0	False	1.0	False
13248	PR_000012722	phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	1.0	327724	8	10841	0	1.0	False	1.0	False
13249	CHEBI_29785	nitro group	1.0	327724	7	10841	0	1.0	False	1.0	False
13250	UBERON_0004014	labium minora	1.0	327724	3	10841	0	1.0	False	1.0	False
13252	UBERON_0012458	antler velvet	1.0	327724	6	10841	0	1.0	False	1.0	False
13253	CHEBI_72659	epoxyoctadecenoic acid	1.0	327724	7	10841	0	1.0	False	1.0	False
13254	UBERON_0006435	os penis	1.0	327724	2	10841	0	1.0	False	1.0	False
13255	CHEBI_86924	Pinoresinol diacetate	1.0	327724	1	10841	0	1.0	False	1.0	False
13256	CHEBI_77966	food stabiliser	1.0	327724	1	10841	0	1.0	False	1.0	False
13257	CHEBI_9330	sulfamic acid	1.0	327724	5	10841	0	1.0	False	1.0	False
13258	GO_0070593	dendrite self-avoidance	1.0	327724	1	10841	0	1.0	False	1.0	False
13168	UBERON_0002336	corpus callosum	1.0	327724	74	10841	0	1.0	False	1.0	False
13259	GO_0070977	bone maturation	1.0	327724	1	10841	0	1.0	False	1.0	False
13261	GO_0009092	homoserine metabolic process	1.0	327724	1	10841	0	1.0	False	1.0	False
13262	PR_000001868	interleukin-6 receptor subunit beta	1.0	327724	12	10841	0	1.0	False	1.0	False
13263	UBERON_0010746	iliac blade	1.0	327724	10	10841	0	1.0	False	1.0	False
13264	CHEBI_35413	methanediamine	1.0	327724	1	10841	0	1.0	False	1.0	False
13265	UBERON_3010192	calcar posterior	1.0	327724	1	10841	0	1.0	False	1.0	False
13266	PR_000014690	serpin B10	1.0	327724	1	10841	0	1.0	False	1.0	False
13267	CL_0000765	erythroblast	1.0	327724	1	10841	0	1.0	False	1.0	False
13269	GO_0046033	AMP metabolic process	1.0	327724	1	10841	0	1.0	False	1.0	False
13270	CHEBI_6439	levobunolol hydrochloride	1.0	327724	1	10841	0	1.0	False	1.0	False
13271	UBERON_0006678	foramen secundum	1.0	327724	3	10841	0	1.0	False	1.0	False
13272	SO_0000197	three_prime_coding_exon_coding_region	1.0	327724	1	10841	0	1.0	False	1.0	False
13273	GO_0000964	mitochondrial RNA 5'-end processing	1.0	327724	2	10841	0	1.0	False	1.0	False
13275	PR_000006911	selenocysteine-specific elongation factor	1.0	327724	3	10841	0	1.0	False	1.0	False
13260	GO_0061723	glycophagy	1.0	327724	3	10841	0	1.0	False	1.0	False
12876	GO_0072583	clathrin-dependent endocytosis	1.0	327724	2	10841	0	1.0	False	1.0	False
14055	CHEBI_8499	propranolol	1.0	327724	11	10841	0	1.0	False	1.0	False
14057	CL_0000140	odontocyte	1.0	327724	1	10841	0	1.0	False	1.0	False
14841	PR_000011049	nicastrin	1.0	327724	2	10841	0	1.0	False	1.0	False
14842	GO_0002007	detection of hypoxic conditions in blood by chemoreceptor signaling	1.0	327724	4	10841	0	1.0	False	1.0	False
14843	UBERON_0013486	crypt of Lieberkuhn of appendix	1.0	327724	7	10841	0	1.0	False	1.0	False
14844	PR_000013950	regulator of G-protein signaling 16	1.0	327724	3	10841	0	1.0	False	1.0	False
14845	CHEBI_5400	glucocheirolin	1.0	327724	1	10841	0	1.0	False	1.0	False
14846	CHEBI_17886	D-tagaturonate	1.0	327724	7	10841	0	1.0	False	1.0	False
14847	CL_0000510	paneth cell	1.0	327724	23	10841	0	1.0	False	1.0	False
14848	PR_000009411	kallikrein-14	1.0	327724	7	10841	0	1.0	False	1.0	False
14849	PR_000014791	protein O-mannose kinase	1.0	327724	12	10841	0	1.0	False	1.0	False
14852	PR_000007320	fatty acid desaturase 6	1.0	327724	1	10841	0	1.0	False	1.0	False
14853	UBERON_0009885	interlobar artery	1.0	327724	4	10841	0	1.0	False	1.0	False
14854	CHEBI_71012	2-octenoyl-L-carnitine	1.0	327724	1	10841	0	1.0	False	1.0	False
14855	CHEBI_30005	D-leucine residue	1.0	327724	3	10841	0	1.0	False	1.0	False
14856	CHEBI_16565	alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl group	1.0	327724	1	10841	0	1.0	False	1.0	False
14858	CHEBI_27785	1,2,3,4-tetrachlorodibenzodioxine	1.0	327724	2	10841	0	1.0	False	1.0	False
14861	CHEBI_6133	khellin	1.0	327724	2	10841	0	1.0	False	1.0	False
14862	GO_0034992	microtubule organizing center attachment site	1.0	327724	3	10841	0	1.0	False	1.0	False
14863	GO_0099519	dense core granule cytoskeletal transport	1.0	327724	1	10841	0	1.0	False	1.0	False
14864	GO_0031123	RNA 3'-end processing	1.0	327724	1	10841	0	1.0	False	1.0	False
14865	UBERON_0010723	os vesalianum pedis	1.0	327724	1	10841	0	1.0	False	1.0	False
14868	CHEBI_15838	(7R)-7-(5-carboxy-5-oxopentanamido)cephalosporanic acid	1.0	327724	2	10841	0	1.0	False	1.0	False
14869	GO_0034288	detection of disaccharide stimulus	1.0	327724	1	10841	0	1.0	False	1.0	False
14871	UBERON_0025591	gABAergic system	1.0	327724	2	10841	0	1.0	False	1.0	False
14872	PR_000005140	cyclin-T2	1.0	327724	1	10841	0	1.0	False	1.0	False
14873	PR_000012209	polyadenylate-binding protein 5	1.0	327724	2	10841	0	1.0	False	1.0	False
14874	GO_0006577	amino-acid betaine metabolic process	1.0	327724	1	10841	0	1.0	False	1.0	False
14875	CHEBI_82196	Disul	1.0	327724	6	10841	0	1.0	False	1.0	False
14840	CL_0002576	perineural cell	1.0	327724	3	10841	0	1.0	False	1.0	False
14876	SO_0000141	terminator	1.0	327724	4	10841	0	1.0	False	1.0	False
14839	GO_0035990	tendon cell differentiation	1.0	327724	1	10841	0	1.0	False	1.0	False
14837	CHEBI_38424	dichloromuconate(2-)	1.0	327724	1	10841	0	1.0	False	1.0	False
14804	PR_000007220	ethanolamine kinase 2	1.0	327724	2	10841	0	1.0	False	1.0	False
14805	GO_0019255	glucose 1-phosphate metabolic process	1.0	327724	2	10841	0	1.0	False	1.0	False
14806	SO_0001816	non_synonymous	1.0	327724	2	10841	0	1.0	False	1.0	False
14807	CHEBI_82550	Vinylidene fluoride	1.0	327724	4	10841	0	1.0	False	1.0	False
14808	UBERON_2001969	inner mental barbel	1.0	327724	5	10841	0	1.0	False	1.0	False
14812	CHEBI_66799	6-(2-Pyrrolidinone-5-yl)-(-)-epicatechin	1.0	327724	1	10841	0	1.0	False	1.0	False
14813	GO_0009589	detection of UV	1.0	327724	7	10841	0	1.0	False	1.0	False
14814	PR_000011279	neuromedin-B	1.0	327724	15	10841	0	1.0	False	1.0	False
14815	CHEBI_51325	2-vinylnaphthalene	1.0	327724	1	10841	0	1.0	False	1.0	False
14816	GO_0019287	isopentenyl diphosphate biosynthetic process, mevalonate pathway	1.0	327724	1	10841	0	1.0	False	1.0	False
14817	GO_0009451	RNA modification	1.0	327724	4	10841	0	1.0	False	1.0	False
14818	SO_0001711	H3K79_dimethylation_site	1.0	327724	1	10841	0	1.0	False	1.0	False
14819	CHEBI_52213	beta-beta-diporphyrin	1.0	327724	14	10841	0	1.0	False	1.0	False
14820	PR_000011270	NACHT, LRR and PYD domains-containing protein 2	1.0	327724	12	10841	0	1.0	False	1.0	False
14821	CHEBI_6357	lactucaxanthin	1.0	327724	1	10841	0	1.0	False	1.0	False
14822	GO_0000426	micropexophagy	1.0	327724	7	10841	0	1.0	False	1.0	False
14824	CHEBI_3381	(-)-car-3-ene	1.0	327724	1	10841	0	1.0	False	1.0	False
14825	CHEBI_4368	Dehydrongaione	1.0	327724	2	10841	0	1.0	False	1.0	False
14826	GO_0019495	proline catabolic process to 2-oxoglutarate	1.0	327724	2	10841	0	1.0	False	1.0	False
14827	PR_000012388	protocadherin gamma-A10	1.0	327724	2	10841	0	1.0	False	1.0	False
14828	PR_000007225	ETS translocation variant 3	1.0	327724	2	10841	0	1.0	False	1.0	False
14829	UBERON_0013472	upper esophagus	1.0	327724	1	10841	0	1.0	False	1.0	False
14830	CHEBI_84930	30-methyldotriacontan-1-ol	1.0	327724	1	10841	0	1.0	False	1.0	False
14831	CHEBI_75773	isorhamnetin 7-O-beta-L-glucopyranoside	1.0	327724	11	10841	0	1.0	False	1.0	False
14834	CHEBI_51029	nedocromil(2-)	1.0	327724	7	10841	0	1.0	False	1.0	False
14835	CHEBI_82156	Chlorfensulphide	1.0	327724	2	10841	0	1.0	False	1.0	False
14836	PR_000010764	mucin-2	1.0	327724	2	10841	0	1.0	False	1.0	False
14838	GO_0007038	endocytosed protein transport to vacuole	1.0	327724	2	10841	0	1.0	False	1.0	False
14802	CHEBI_66689	megathyrin A	1.0	327724	3	10841	0	1.0	False	1.0	False
14877	CHEBI_50892	iodohydrocarbon	1.0	327724	1	10841	0	1.0	False	1.0	False
14879	GO_0061624	fructose catabolic process to hydroxyacetone phosphate and glyceraldehyde-3-phosphate	1.0	327724	1	10841	0	1.0	False	1.0	False
14919	GO_0001776	leukocyte homeostasis	1.0	327724	2	10841	0	1.0	False	1.0	False
14920	GO_0051035	DNA transmembrane transporter activity	1.0	327724	1	10841	0	1.0	False	1.0	False
14921	CL_0000386	attachment cell	1.0	327724	2	10841	0	1.0	False	1.0	False
14922	CHEBI_82778	citrate-coated silver nanoparticle	1.0	327724	13	10841	0	1.0	False	1.0	False
14923	GO_0051170	import into nucleus	1.0	327724	18	10841	0	1.0	False	1.0	False
14924	UBERON_0008200	forehead	1.0	327724	9	10841	0	1.0	False	1.0	False
14925	UBERON_0000095	cardiac neural crest	1.0	327724	5	10841	0	1.0	False	1.0	False
14926	PR_000001968	tyrosine-protein phosphatase non-receptor type substrate 1	1.0	327724	13	10841	0	1.0	False	1.0	False
14927	GO_0006942	regulation of striated muscle contraction	1.0	327724	1	10841	0	1.0	False	1.0	False
14930	CHEBI_71204	bepotastine	1.0	327724	1	10841	0	1.0	False	1.0	False
14931	UBERON_0002539	pharyngeal arch	1.0	327724	2	10841	0	1.0	False	1.0	False
14932	CHEBI_25961	phenanthrenes	1.0	327724	1	10841	0	1.0	False	1.0	False
14934	PR_000017341	vacuolar protein sorting-associated protein 45	1.0	327724	1	10841	0	1.0	False	1.0	False
14935	PR_000009709	late cornified envelope protein 3A	1.0	327724	4	10841	0	1.0	False	1.0	False
14936	GO_1902688	regulation of NAD metabolic process	1.0	327724	1	10841	0	1.0	False	1.0	False
14939	CHEBI_51818	ATTO 565 para-isomer	1.0	327724	1	10841	0	1.0	False	1.0	False
14940	UBERON_0002683	rhinal sulcus	1.0	327724	1	10841	0	1.0	False	1.0	False
14941	PR_000005561	protein CLEC16A	1.0	327724	3	10841	0	1.0	False	1.0	False
14942	GO_0009755	hormone-mediated signaling pathway	1.0	327724	2	10841	0	1.0	False	1.0	False
14943	CHEBI_5960	Irehine	1.0	327724	1	10841	0	1.0	False	1.0	False
14944	SO_0000239	flanking_region	1.0	327724	2	10841	0	1.0	False	1.0	False
14945	UBERON_0008834	prostomium	1.0	327724	5	10841	0	1.0	False	1.0	False
14946	CHEBI_51844	2-chloro-3',4'-dihydroxyacetophenone	1.0	327724	1	10841	0	1.0	False	1.0	False
14947	PR_000017637	zinc finger protein 3 homolog	1.0	327724	1	10841	0	1.0	False	1.0	False
14948	CHEBI_24079	formamides	1.0	327724	4	10841	0	1.0	False	1.0	False
14949	CHEBI_50156	canrenoic acid	1.0	327724	1	10841	0	1.0	False	1.0	False
14950	CHEBI_9675	triazolealanine	1.0	327724	6	10841	0	1.0	False	1.0	False
14918	UBERON_0004291	heart rudiment	1.0	327724	1	10841	0	1.0	False	1.0	False
14878	GO_0010247	detection of phosphate ion	1.0	327724	1	10841	0	1.0	False	1.0	False
14917	PR_000014771	pulmonary surfactant-associated protein A1	1.0	327724	1	10841	0	1.0	False	1.0	False
14915	PR_000010133	mitogen-activated protein kinase kinase kinase 14	1.0	327724	6	10841	0	1.0	False	1.0	False
14880	GO_0032098	regulation of appetite	1.0	327724	8	10841	0	1.0	False	1.0	False
14881	PR_000012770	polycystic kidney disease protein 1-like 1	1.0	327724	4	10841	0	1.0	False	1.0	False
14882	UBERON_0003987	Hassall's corpuscle	1.0	327724	20	10841	0	1.0	False	1.0	False
14884	CHEBI_3215	bupivacaine	1.0	327724	49	10841	0	1.0	False	1.0	False
14885	UBERON_0002229	interparietal bone	1.0	327724	1	10841	0	1.0	False	1.0	False
14886	UBERON_0013176	phonic lip	1.0	327724	5	10841	0	1.0	False	1.0	False
14887	UBERON_0001747	parenchyma of thyroid gland	1.0	327724	1	10841	0	1.0	False	1.0	False
14888	GO_1904632	cellular response to glucoside	1.0	327724	1	10841	0	1.0	False	1.0	False
14890	GO_0060035	notochord cell development	1.0	327724	1	10841	0	1.0	False	1.0	False
14892	CL_0010003	epithelial cell of alveolus of lung	1.0	327724	1	10841	0	1.0	False	1.0	False
14893	UBERON_0006270	optic pit	1.0	327724	1	10841	0	1.0	False	1.0	False
14894	GO_0002082	regulation of oxidative phosphorylation	1.0	327724	27	10841	0	1.0	False	1.0	False
